X [s],Analog Input adapter 16: Analog.A 16 [V],Analog Input adapter 16: Analog.B 16 [V],Analog Input adapter 16: Analog.C 16 [V],Analog Input adapter 16: Analog.D 16 [V]
3.895714e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
3.915000e-001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
3.934286e-001,2.866421e-001,1.417977e+000,7.063422e-002,1.417350e+000
3.953571e-001,2.866421e-001,1.418134e+000,7.079109e-002,1.417350e+000
3.972857e-001,2.866421e-001,1.417820e+000,7.079109e-002,1.417350e+000
3.992143e-001,2.866421e-001,1.417820e+000,7.079109e-002,1.417350e+000
4.011429e-001,2.866421e-001,1.417820e+000,7.079109e-002,1.417350e+000
4.030714e-001,2.864852e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.050000e-001,2.866421e-001,1.417820e+000,7.079109e-002,1.417350e+000
4.069286e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.088571e-001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
4.107857e-001,2.864852e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.127143e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.146429e-001,2.863283e-001,1.417977e+000,7.047735e-002,1.417350e+000
4.165714e-001,2.863283e-001,1.417820e+000,7.079109e-002,1.417350e+000
4.185000e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.204286e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.223571e-001,2.866421e-001,1.417977e+000,7.063422e-002,1.417193e+000
4.242857e-001,2.866421e-001,1.417664e+000,7.047735e-002,1.417350e+000
4.262143e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.281429e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.300714e-001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
4.320000e-001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
4.339286e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417036e+000
4.358571e-001,2.863283e-001,1.417977e+000,7.079109e-002,1.417193e+000
4.377857e-001,2.866421e-001,1.417820e+000,7.079109e-002,1.417193e+000
4.397143e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.416429e-001,2.863283e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.435714e-001,2.866421e-001,1.417820e+000,7.047735e-002,1.417036e+000
4.455000e-001,2.866421e-001,1.417664e+000,7.047735e-002,1.417350e+000
4.474286e-001,2.863283e-001,1.417820e+000,7.047735e-002,1.417350e+000
4.493571e-001,2.864852e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.512857e-001,2.863283e-001,1.417664e+000,7.079109e-002,1.417350e+000
4.532143e-001,2.866421e-001,1.417977e+000,7.094796e-002,1.417350e+000
4.551429e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.570714e-001,2.863283e-001,1.417820e+000,7.079109e-002,1.417350e+000
4.590000e-001,2.863283e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.609286e-001,2.861715e-001,1.417977e+000,7.079109e-002,1.417036e+000
4.628571e-001,2.866421e-001,1.417820e+000,7.079109e-002,1.417350e+000
4.647857e-001,2.866421e-001,1.417820e+000,7.047735e-002,1.417350e+000
4.667143e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.686429e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.705714e-001,2.864852e-001,1.417820e+000,7.079109e-002,1.417350e+000
4.725000e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.744286e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.763571e-001,2.867989e-001,1.417820e+000,7.079109e-002,1.417350e+000
4.782857e-001,2.863283e-001,1.417977e+000,7.047735e-002,1.417036e+000
4.802143e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.821429e-001,2.863283e-001,1.417977e+000,7.079109e-002,1.417193e+000
4.840714e-001,2.863283e-001,1.417820e+000,7.079109e-002,1.417350e+000
4.860000e-001,2.866421e-001,1.417820e+000,7.079109e-002,1.417193e+000
4.879286e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.898571e-001,2.866421e-001,1.417977e+000,7.047735e-002,1.417036e+000
4.917857e-001,2.866421e-001,1.417820e+000,7.063422e-002,1.417350e+000
4.937143e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417193e+000
4.956429e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
4.975714e-001,2.866421e-001,1.417664e+000,7.079109e-002,1.417350e+000
4.995000e-001,2.866421e-001,1.417820e+000,7.079109e-002,1.417350e+000
5.014286e-001,2.863283e-001,1.417977e+000,7.079109e-002,1.417350e+000
5.033571e-001,2.864852e-001,1.417820e+000,7.079109e-002,1.417350e+000
5.052857e-001,2.866421e-001,1.417820e+000,7.094796e-002,1.417350e+000
5.072143e-001,2.866421e-001,1.417664e+000,7.079109e-002,1.417350e+000
5.091429e-001,2.866421e-001,1.417820e+000,7.047735e-002,1.417350e+000
5.110714e-001,2.866421e-001,1.418134e+000,7.079109e-002,1.417350e+000
5.130000e-001,2.866421e-001,1.417820e+000,7.079109e-002,1.417350e+000
5.149286e-001,2.863283e-001,1.417977e+000,7.079109e-002,1.417350e+000
5.168571e-001,2.866421e-001,1.417664e+000,7.079109e-002,1.417350e+000
5.187857e-001,2.863283e-001,1.417977e+000,7.063422e-002,1.417350e+000
5.207143e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417193e+000
5.226429e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417193e+000
5.245714e-001,2.863283e-001,1.417820e+000,7.047735e-002,1.417350e+000
5.265000e-001,2.863283e-001,1.417507e+000,7.079109e-002,1.417350e+000
5.284286e-001,2.866421e-001,1.417664e+000,7.079109e-002,1.417193e+000
5.303571e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
5.322857e-001,2.866421e-001,1.417977e+000,7.063422e-002,1.417350e+000
5.342143e-001,2.864852e-001,1.417977e+000,7.079109e-002,1.417350e+000
5.361429e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
5.380714e-001,2.863283e-001,1.417820e+000,7.047735e-002,1.417350e+000
5.400000e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417036e+000
5.419286e-001,2.866421e-001,1.417664e+000,7.079109e-002,1.417350e+000
5.438571e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
5.457857e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
5.477143e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
5.496429e-001,2.867989e-001,1.417977e+000,7.079109e-002,1.417350e+000
5.515714e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
5.535000e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
5.554286e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
5.573571e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417507e+000
5.592857e-001,2.866421e-001,1.417664e+000,7.079109e-002,1.417350e+000
5.612143e-001,2.866421e-001,1.417977e+000,7.094796e-002,1.417350e+000
5.631429e-001,2.866421e-001,1.417977e+000,7.063422e-002,1.417350e+000
5.650714e-001,2.866421e-001,1.417977e+000,7.094796e-002,1.417664e+000
5.670000e-001,2.866421e-001,1.417977e+000,7.094796e-002,1.417507e+000
5.689286e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
5.708571e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
5.727857e-001,2.866421e-001,1.417820e+000,7.079109e-002,1.417507e+000
5.747143e-001,2.866421e-001,1.417820e+000,7.079109e-002,1.417350e+000
5.766429e-001,2.866421e-001,1.418134e+000,7.079109e-002,1.417350e+000
5.785714e-001,2.866421e-001,1.418134e+000,7.079109e-002,1.417350e+000
5.805000e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417193e+000
5.824286e-001,2.866421e-001,1.418134e+000,7.079109e-002,1.417507e+000
5.843571e-001,2.863283e-001,1.418134e+000,7.094796e-002,1.417350e+000
5.862857e-001,2.869558e-001,1.417977e+000,7.110482e-002,1.417350e+000
5.882143e-001,2.866421e-001,1.418134e+000,7.094796e-002,1.417350e+000
5.901429e-001,2.867989e-001,1.417977e+000,7.094796e-002,1.417507e+000
5.920714e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
5.940000e-001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
5.959286e-001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
5.978571e-001,2.866421e-001,1.417977e+000,7.063422e-002,1.417350e+000
5.997857e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.017143e-001,2.866421e-001,1.417820e+000,7.079109e-002,1.417350e+000
6.036429e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.055714e-001,2.866421e-001,1.417977e+000,7.110482e-002,1.417507e+000
6.075000e-001,2.866421e-001,1.417977e+000,7.094796e-002,1.417507e+000
6.094286e-001,2.866421e-001,1.418134e+000,7.094796e-002,1.417350e+000
6.113571e-001,2.864852e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.132857e-001,2.863283e-001,1.417820e+000,7.079109e-002,1.417350e+000
6.152143e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.171429e-001,2.864852e-001,1.417820e+000,7.079109e-002,1.417350e+000
6.190714e-001,2.863283e-001,1.417977e+000,7.063422e-002,1.417350e+000
6.210000e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417507e+000
6.229286e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.248571e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417664e+000
6.267857e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417507e+000
6.287143e-001,2.866421e-001,1.417820e+000,7.079109e-002,1.417193e+000
6.306429e-001,2.863283e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.325714e-001,2.863283e-001,1.417664e+000,7.079109e-002,1.417350e+000
6.345000e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417193e+000
6.364286e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.383571e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.402857e-001,2.866421e-001,1.418134e+000,7.079109e-002,1.417350e+000
6.422143e-001,2.863283e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.441429e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.460714e-001,2.864852e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.480000e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.499286e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.518571e-001,2.863283e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.537857e-001,2.863283e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.557143e-001,2.866421e-001,1.418134e+000,7.079109e-002,1.417193e+000
6.576429e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.595714e-001,2.863283e-001,1.417664e+000,7.079109e-002,1.417507e+000
6.615000e-001,2.864852e-001,1.417977e+000,7.079109e-002,1.417350e+000
6.634286e-001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
