X [s],Analog Input adapter 16: Analog.A 16 [V],Analog Input adapter 16: Analog.B 16 [V],Analog Input adapter 16: Analog.C 16 [V],Analog Input adapter 16: Analog.D 16 [V]
9.899357e+000,2.866421e-001,1.417977e+000,7.079109e-002,1.417507e+000
9.901286e+000,2.866421e-001,1.417977e+000,7.079109e-002,1.417036e+000
9.903214e+000,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
9.905143e+000,2.866421e-001,1.418134e+000,7.079109e-002,1.417350e+000
9.907071e+000,2.866421e-001,1.417977e+000,7.047735e-002,1.417193e+000
9.909000e+000,2.863283e-001,1.417820e+000,7.047735e-002,1.417350e+000
9.910929e+000,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
9.912857e+000,2.866421e-001,1.417820e+000,7.047735e-002,1.417350e+000
9.914786e+000,2.861715e-001,1.417977e+000,7.032049e-002,1.417350e+000
9.916714e+000,2.866421e-001,1.417820e+000,7.079109e-002,1.417350e+000
9.918643e+000,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
9.920571e+000,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
9.922500e+000,2.863283e-001,1.417977e+000,7.032049e-002,1.417507e+000
9.924429e+000,2.866421e-001,1.417977e+000,7.032049e-002,1.417350e+000
9.926357e+000,2.866421e-001,1.417977e+000,7.032049e-002,1.417507e+000
9.928286e+000,2.866421e-001,1.417977e+000,7.016362e-002,1.417350e+000
9.930214e+000,2.866421e-001,1.417977e+000,7.016362e-002,1.417664e+000
9.932143e+000,2.863283e-001,1.417977e+000,7.047735e-002,1.417350e+000
9.934071e+000,2.866421e-001,1.417664e+000,7.032049e-002,1.417350e+000
9.936000e+000,2.863283e-001,1.417664e+000,7.047735e-002,1.417350e+000
9.937929e+000,2.866421e-001,1.417977e+000,7.032049e-002,1.417350e+000
9.939857e+000,2.866421e-001,1.417820e+000,7.047735e-002,1.417507e+000
9.941786e+000,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
9.943714e+000,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
9.945643e+000,2.863283e-001,1.417977e+000,7.047735e-002,1.417193e+000
9.947571e+000,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
9.949500e+000,2.866421e-001,1.417664e+000,7.047735e-002,1.417350e+000
9.951429e+000,2.866421e-001,1.417820e+000,7.079109e-002,1.417350e+000
9.953357e+000,2.866421e-001,1.417977e+000,7.032049e-002,1.417350e+000
9.955286e+000,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
9.957214e+000,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
9.959143e+000,2.866421e-001,1.417820e+000,7.016362e-002,1.417350e+000
9.961071e+000,2.863283e-001,1.417977e+000,7.016362e-002,1.417350e+000
9.963000e+000,2.863283e-001,1.417820e+000,7.032049e-002,1.417350e+000
9.964929e+000,2.867989e-001,1.417977e+000,7.032049e-002,1.417350e+000
9.966857e+000,2.866421e-001,1.418134e+000,7.016362e-002,1.417350e+000
9.968786e+000,2.866421e-001,1.417820e+000,7.047735e-002,1.417664e+000
9.970714e+000,2.866421e-001,1.417820e+000,7.032049e-002,1.417507e+000
9.972643e+000,2.866421e-001,1.417664e+000,7.047735e-002,1.417507e+000
9.974571e+000,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
9.976500e+000,2.866421e-001,1.417977e+000,7.032049e-002,1.417507e+000
9.978429e+000,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
9.980357e+000,2.866421e-001,1.417977e+000,7.016362e-002,1.417350e+000
9.982286e+000,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
9.984214e+000,2.866421e-001,1.417820e+000,7.032049e-002,1.417350e+000
9.986143e+000,2.863283e-001,1.417977e+000,7.063422e-002,1.417350e+000
9.988071e+000,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
9.990000e+000,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
9.991929e+000,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
9.993857e+000,2.863283e-001,1.417977e+000,7.032049e-002,1.417350e+000
9.995786e+000,2.867989e-001,1.418134e+000,7.047735e-002,1.417350e+000
9.997714e+000,2.866421e-001,1.417664e+000,7.032049e-002,1.417350e+000
9.999643e+000,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.000157e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.000350e+001,2.863283e-001,1.417820e+000,7.016362e-002,1.417507e+000
1.000543e+001,2.869558e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.000736e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.000929e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417507e+000
1.001121e+001,2.866421e-001,1.418134e+000,7.032049e-002,1.417350e+000
1.001314e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.001507e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417507e+000
1.001700e+001,2.863283e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.001893e+001,2.866421e-001,1.417820e+000,7.047735e-002,1.417350e+000
1.002086e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.002279e+001,2.866421e-001,1.418291e+000,7.016362e-002,1.417350e+000
1.002471e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417507e+000
1.002664e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.002857e+001,2.866421e-001,1.417820e+000,7.079109e-002,1.417350e+000
1.003050e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.003243e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.003436e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417350e+000
1.003629e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.003821e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.004014e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417350e+000
1.004207e+001,2.866421e-001,1.418134e+000,7.079109e-002,1.417350e+000
1.004400e+001,2.863283e-001,1.417820e+000,7.047735e-002,1.417507e+000
1.004593e+001,2.866421e-001,1.417820e+000,7.047735e-002,1.417507e+000
1.004786e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.004979e+001,2.867989e-001,1.417977e+000,7.079109e-002,1.417507e+000
1.005171e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.005364e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417350e+000
1.005557e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417664e+000
1.005750e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.005943e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.006136e+001,2.866421e-001,1.418134e+000,7.079109e-002,1.417350e+000
1.006329e+001,2.867989e-001,1.418134e+000,7.079109e-002,1.417507e+000
1.006521e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417664e+000
1.006714e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.006907e+001,2.867989e-001,1.418134e+000,7.047735e-002,1.417664e+000
1.007100e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.007293e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.007486e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.007679e+001,2.866421e-001,1.417977e+000,7.016362e-002,1.417664e+000
1.007871e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.008064e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.008257e+001,2.867989e-001,1.417977e+000,7.063422e-002,1.417350e+000
1.008450e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.008643e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.008836e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.009029e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.009221e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417507e+000
1.009414e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.009607e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417664e+000
1.009800e+001,2.863283e-001,1.417664e+000,7.032049e-002,1.417507e+000
1.009993e+001,2.866421e-001,1.418291e+000,7.047735e-002,1.417350e+000
1.010186e+001,2.866421e-001,1.418134e+000,7.032049e-002,1.417507e+000
1.010379e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.010571e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.010764e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417193e+000
1.010957e+001,2.866421e-001,1.417977e+000,7.063422e-002,1.417507e+000
1.011150e+001,2.866421e-001,1.417820e+000,7.032049e-002,1.417350e+000
1.011343e+001,2.866421e-001,1.418134e+000,7.079109e-002,1.417664e+000
1.011536e+001,2.867989e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.011729e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.011921e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.012114e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.012307e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.012500e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.012693e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.012886e+001,2.866421e-001,1.418134e+000,7.032049e-002,1.417350e+000
1.013079e+001,2.866421e-001,1.418291e+000,7.032049e-002,1.417507e+000
1.013271e+001,2.866421e-001,1.418134e+000,7.079109e-002,1.417664e+000
1.013464e+001,2.866421e-001,1.418134e+000,7.079109e-002,1.417350e+000
1.013657e+001,2.866421e-001,1.418134e+000,7.063422e-002,1.417507e+000
1.013850e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417507e+000
1.014043e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.014236e+001,2.866421e-001,1.418134e+000,7.032049e-002,1.417350e+000
1.014429e+001,2.866421e-001,1.418134e+000,7.032049e-002,1.417507e+000
1.014621e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.014814e+001,2.867989e-001,1.417977e+000,7.063422e-002,1.417350e+000
1.015007e+001,2.867989e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.015200e+001,2.863283e-001,1.417820e+000,7.047735e-002,1.417664e+000
1.015393e+001,2.866421e-001,1.418291e+000,7.032049e-002,1.417350e+000
1.015586e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.015779e+001,2.863283e-001,1.418134e+000,7.047735e-002,1.417507e+000
1.015971e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.016164e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.016357e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.016550e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.016743e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.016936e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417350e+000
1.017129e+001,2.867989e-001,1.417977e+000,7.032049e-002,1.417350e+000
1.017321e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
1.017514e+001,2.866421e-001,1.418134e+000,7.032049e-002,1.417507e+000
1.017707e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.017900e+001,2.867989e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.018093e+001,2.867989e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.018286e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.018479e+001,2.866421e-001,1.418291e+000,7.032049e-002,1.417507e+000
1.018671e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.018864e+001,2.866421e-001,1.417977e+000,7.063422e-002,1.417507e+000
1.019057e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.019250e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.019443e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.019636e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.019829e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.020021e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417507e+000
1.020214e+001,2.866421e-001,1.418134e+000,7.079109e-002,1.417507e+000
1.020407e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417507e+000
1.020600e+001,2.863283e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.020793e+001,2.867989e-001,1.418134e+000,7.032049e-002,1.417507e+000
1.020986e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
1.021179e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.021371e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
1.021564e+001,2.866421e-001,1.418134e+000,7.079109e-002,1.417350e+000
1.021757e+001,2.866421e-001,1.417977e+000,7.063422e-002,1.417350e+000
1.021950e+001,2.863283e-001,1.417977e+000,7.032049e-002,1.417350e+000
1.022143e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.022336e+001,2.867989e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.022529e+001,2.867989e-001,1.418134e+000,7.079109e-002,1.417664e+000
1.022721e+001,2.866421e-001,1.418134e+000,7.079109e-002,1.417350e+000
1.022914e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.023107e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.023300e+001,2.863283e-001,1.418134e+000,7.079109e-002,1.417350e+000
1.023493e+001,2.866421e-001,1.417977e+000,7.016362e-002,1.417350e+000
1.023686e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.023879e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417350e+000
1.024071e+001,2.866421e-001,1.417977e+000,7.016362e-002,1.417507e+000
1.024264e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417193e+000
1.024457e+001,2.866421e-001,1.417977e+000,7.016362e-002,1.417193e+000
1.024650e+001,2.866421e-001,1.417820e+000,7.016362e-002,1.417507e+000
1.024843e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.025036e+001,2.866421e-001,1.417977e+000,7.016362e-002,1.417350e+000
1.025229e+001,2.866421e-001,1.417977e+000,7.016362e-002,1.417507e+000
1.025421e+001,2.867989e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.025614e+001,2.866421e-001,1.417820e+000,7.032049e-002,1.417507e+000
1.025807e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.026000e+001,2.863283e-001,1.417977e+000,7.063422e-002,1.417350e+000
1.026193e+001,2.866421e-001,1.417977e+000,7.063422e-002,1.417664e+000
1.026386e+001,2.866421e-001,1.418291e+000,7.047735e-002,1.417507e+000
1.026579e+001,2.867989e-001,1.417977e+000,7.016362e-002,1.417350e+000
1.026771e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417664e+000
1.026964e+001,2.866421e-001,1.418134e+000,7.032049e-002,1.417350e+000
1.027157e+001,2.866421e-001,1.418134e+000,7.032049e-002,1.417350e+000
1.027350e+001,2.866421e-001,1.417664e+000,7.047735e-002,1.417507e+000
1.027543e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
1.027736e+001,2.866421e-001,1.417820e+000,7.032049e-002,1.417350e+000
1.027929e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.028121e+001,2.866421e-001,1.418291e+000,7.032049e-002,1.417507e+000
1.028314e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.028507e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417350e+000
1.028700e+001,2.863283e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.028893e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
1.029086e+001,2.863283e-001,1.417977e+000,7.032049e-002,1.417350e+000
1.029279e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.029471e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417664e+000
1.029664e+001,2.866421e-001,1.418134e+000,7.032049e-002,1.417350e+000
1.029857e+001,2.867989e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.030050e+001,2.861715e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.030243e+001,2.866421e-001,1.417820e+000,7.079109e-002,1.417350e+000
1.030436e+001,2.863283e-001,1.417977e+000,7.032049e-002,1.417350e+000
1.030629e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.030821e+001,2.866421e-001,1.417820e+000,7.079109e-002,1.417350e+000
1.031014e+001,2.866421e-001,1.417664e+000,7.079109e-002,1.417350e+000
1.031207e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.031400e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.031593e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.031786e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417664e+000
1.031979e+001,2.866421e-001,1.417820e+000,7.047735e-002,1.417350e+000
1.032171e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417350e+000
1.032364e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.032557e+001,2.866421e-001,1.418291e+000,7.047735e-002,1.417350e+000
1.032750e+001,2.866421e-001,1.417977e+000,7.016362e-002,1.417507e+000
1.032943e+001,2.867989e-001,1.417977e+000,7.016362e-002,1.417350e+000
1.033136e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.033329e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.033521e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.033714e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.033907e+001,2.869558e-001,1.418134e+000,7.047735e-002,1.417664e+000
1.034100e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.034293e+001,2.866421e-001,1.418134e+000,7.079109e-002,1.417350e+000
1.034486e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.034679e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417350e+000
1.034871e+001,2.866421e-001,1.418134e+000,7.063422e-002,1.417507e+000
1.035064e+001,2.866421e-001,1.418134e+000,7.032049e-002,1.417350e+000
1.035257e+001,2.867989e-001,1.417977e+000,7.079109e-002,1.417507e+000
1.035450e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417507e+000
1.035643e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.035836e+001,2.866421e-001,1.418134e+000,7.032049e-002,1.417350e+000
1.036029e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.036221e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417350e+000
1.036414e+001,2.866421e-001,1.418134e+000,7.079109e-002,1.417507e+000
1.036607e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
1.036800e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.036993e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417193e+000
1.037186e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.037379e+001,2.866421e-001,1.417977e+000,7.063422e-002,1.417350e+000
1.037571e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.037764e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
1.037957e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417507e+000
1.038150e+001,2.866421e-001,1.417977e+000,7.016362e-002,1.417507e+000
1.038343e+001,2.866421e-001,1.418291e+000,7.047735e-002,1.417507e+000
1.038536e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.038729e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.038921e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.039114e+001,2.866421e-001,1.418291e+000,7.047735e-002,1.417664e+000
1.039307e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.039500e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.039693e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.039886e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
1.040079e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.040271e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.040464e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.040657e+001,2.869558e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.040850e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417507e+000
1.041043e+001,2.869558e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.041236e+001,2.867989e-001,1.418134e+000,7.047735e-002,1.417664e+000
1.041429e+001,2.867989e-001,1.417977e+000,7.063422e-002,1.417507e+000
1.041621e+001,2.867989e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.041814e+001,2.867989e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.042007e+001,2.869558e-001,1.418291e+000,7.047735e-002,1.417507e+000
1.042200e+001,2.867989e-001,1.417977e+000,7.032049e-002,1.417350e+000
1.042393e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.042586e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.042779e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.042971e+001,2.866421e-001,1.417977e+000,7.063422e-002,1.417507e+000
1.043164e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417507e+000
1.043357e+001,2.866421e-001,1.418291e+000,7.079109e-002,1.417507e+000
1.043550e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.043743e+001,2.869558e-001,1.418134e+000,7.032049e-002,1.417507e+000
1.043936e+001,2.867989e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.044129e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.044321e+001,2.867989e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.044514e+001,2.866421e-001,1.418291e+000,7.047735e-002,1.417507e+000
1.044707e+001,2.866421e-001,1.418291e+000,7.032049e-002,1.417664e+000
1.044900e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.045093e+001,2.866421e-001,1.418134e+000,7.032049e-002,1.417664e+000
1.045286e+001,2.867989e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.045479e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.045671e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.045864e+001,2.867989e-001,1.417977e+000,7.079109e-002,1.417350e+000
1.046057e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417507e+000
1.046250e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.046443e+001,2.866421e-001,1.417977e+000,7.063422e-002,1.417664e+000
1.046636e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.046829e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.047021e+001,2.867989e-001,1.418134e+000,7.047735e-002,1.417664e+000
1.047214e+001,2.867989e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.047407e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.047600e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.047793e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.047986e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417664e+000
1.048179e+001,2.867989e-001,1.418134e+000,7.079109e-002,1.417350e+000
1.048371e+001,2.867989e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.048564e+001,2.867989e-001,1.417977e+000,7.079109e-002,1.417350e+000
1.048757e+001,2.867989e-001,1.418134e+000,7.047735e-002,1.417664e+000
1.048950e+001,2.867989e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.049143e+001,2.866421e-001,1.418134e+000,7.079109e-002,1.417664e+000
1.049336e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.049529e+001,2.866421e-001,1.417820e+000,7.094796e-002,1.417664e+000
1.049721e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.049914e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417664e+000
1.050107e+001,2.866421e-001,1.418291e+000,7.047735e-002,1.417507e+000
1.050300e+001,2.863283e-001,1.417664e+000,7.047735e-002,1.417664e+000
1.050493e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.050686e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.050879e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.051071e+001,2.866421e-001,1.418291e+000,7.016362e-002,1.417507e+000
1.051264e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.051457e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.051650e+001,2.866421e-001,1.417664e+000,7.047735e-002,1.417350e+000
1.051843e+001,2.866421e-001,1.417820e+000,7.047735e-002,1.417664e+000
1.052036e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
1.052229e+001,2.869558e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.052421e+001,2.867989e-001,1.418134e+000,7.016362e-002,1.417350e+000
1.052614e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417193e+000
1.052807e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417664e+000
1.053000e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417507e+000
1.053193e+001,2.867989e-001,1.417977e+000,7.047735e-002,1.417664e+000
1.053386e+001,2.866421e-001,1.417977e+000,7.032049e-002,1.417350e+000
1.053579e+001,2.866421e-001,1.418134e+000,7.032049e-002,1.417507e+000
1.053771e+001,2.864852e-001,1.417820e+000,7.079109e-002,1.417507e+000
1.053964e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417507e+000
1.054157e+001,2.866421e-001,1.418134e+000,7.047735e-002,1.417350e+000
1.054350e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.054543e+001,2.866421e-001,1.417977e+000,7.063422e-002,1.417507e+000
1.054736e+001,2.863283e-001,1.417977e+000,7.032049e-002,1.417507e+000
1.054929e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417507e+000
1.055121e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.055314e+001,2.866421e-001,1.418134e+000,7.079109e-002,1.417350e+000
1.055507e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.055700e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
1.055893e+001,2.864852e-001,1.417977e+000,7.047735e-002,1.417507e+000
1.056086e+001,2.866421e-001,1.417977e+000,7.047735e-002,1.417350e+000
1.056279e+001,2.866421e-001,1.418291e+000,7.079109e-002,1.417664e+000
1.056471e+001,2.864852e-001,1.417977e+000,7.032049e-002,1.417350e+000
1.056664e+001,2.866421e-001,1.417977e+000,7.079109e-002,1.417350e+000
