Trajectories
100
,,Patient 1:O,,,Patient 1:X,,,Patient 1:Y,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
586,0,-257.898,238.309,1536.68,-295.079,241.127,1535.97,-257.212,233.576,1481.9
587,0,-257.836,238.468,1536.7,-295.03,241.309,1536.05,-257.169,233.804,1481.99
588,0,-257.807,238.621,1536.76,-294.956,241.512,1536.14,-257.138,233.964,1482.03
589,0,-257.782,238.878,1536.83,-294.906,241.568,1536.13,-257.095,234.128,1482.1
590,0,-257.749,239.017,1536.87,-294.88,241.681,1536.17,-257.087,234.261,1482.14
591,0,-257.747,239.193,1536.93,-294.851,241.74,1536.2,-257.042,234.344,1482.19
592,0,-257.707,239.308,1536.98,-294.847,241.839,1536.25,-257.026,234.442,1482.24
593,0,-257.71,239.378,1537.02,-294.835,241.879,1536.27,-257.032,234.55,1482.26
594,0,-257.736,239.531,1537.07,-294.829,241.991,1536.34,-257.034,234.629,1482.34
595,0,-257.718,239.592,1537.15,-294.829,242.018,1536.4,-257.037,234.676,1482.37
596,0,-257.727,239.677,1537.19,-294.825,242.061,1536.46,-257.036,234.787,1482.44
597,0,-257.714,239.715,1537.26,-294.805,242.137,1536.52,-257.038,234.834,1482.47
598,0,-257.699,239.783,1537.29,-294.839,242.205,1536.59,-257.018,234.851,1482.53
599,0,-257.707,239.831,1537.31,-294.754,242.195,1536.65,-257.015,234.961,1482.61
600,0,-257.65,239.875,1537.34,-294.73,242.245,1536.68,-257.012,234.985,1482.61
601,0,-257.649,239.908,1537.4,-294.748,242.356,1536.74,-256.984,235.026,1482.65
602,0,-257.604,239.955,1537.45,-294.676,242.34,1536.79,-256.966,235.081,1482.74
603,0,-257.575,239.996,1537.53,-294.658,242.387,1536.84,-256.994,235.17,1482.8
604,0,-257.547,240.039,1537.59,-294.624,242.484,1536.94,-256.989,235.211,1482.84
605,0,-257.521,240.074,1537.65,-294.627,242.54,1537.03,-256.97,235.306,1482.92
606,0,-257.475,240.121,1537.72,-294.612,242.575,1537.09,-256.943,235.353,1482.98
607,0,-257.426,240.139,1537.8,-294.58,242.658,1537.18,-256.933,235.413,1483.02
608,0,-257.408,240.168,1537.85,-294.555,242.699,1537.24,-256.919,235.499,1483.09
609,0,-257.348,240.229,1537.91,-294.517,242.768,1537.29,-256.873,235.522,1483.09
610,0,-257.334,240.242,1537.94,-294.485,242.814,1537.33,-256.845,235.587,1483.17
611,0,-257.289,240.267,1537.95,-294.485,242.843,1537.36,-256.833,235.592,1483.19
612,0,-257.269,240.307,1538.03,-294.468,242.868,1537.4,-256.834,235.619,1483.22
613,0,-257.275,240.319,1538.04,-294.452,242.902,1537.42,-256.816,235.659,1483.26
614,0,-257.258,240.361,1538.07,-294.451,242.929,1537.47,-256.821,235.656,1483.25
615,0,-257.267,240.371,1538.07,-294.438,242.956,1537.47,-256.818,235.676,1483.26
616,0,-257.272,240.374,1538.04,-294.452,242.938,1537.43,-256.829,235.28,1483.31
617,0,-257.279,240.357,1538,-294.449,242.906,1537.38,-256.841,235.714,1483.2
618,0,-257.294,240.296,1537.95,-294.461,242.837,1537.33,-256.845,235.667,1483.16
619,0,-257.333,240.255,1537.83,-294.481,242.759,1537.27,-256.861,235.595,1483.11
620,0,-257.4,240.212,1537.77,-294.516,242.695,1537.15,-256.896,235.553,1483.04
621,0,-257.469,240.163,1537.68,-294.585,242.633,1537.05,-256.945,235.419,1482.95
622,0,-257.558,240.136,1537.58,-294.67,242.513,1536.95,-257.023,235.302,1482.87
623,0,-257.663,240.106,1537.49,-294.753,242.462,1536.84,-257.091,235.211,1482.78
624,0,-257.75,240.051,1537.38,-294.897,242.445,1536.73,-257.294,235.089,1482.6
625,0,-257.861,240.049,1537.28,-294.99,242.364,1536.63,-257.306,235.141,1482.6
626,0,-257.967,240.03,1537.15,-295.163,242.36,1536.48,-257.366,235.09,1482.47
627,0,-258.062,240,1536.98,-295.285,242.303,1536.3,-257.497,235.021,1482.33
628,0,-258.167,239.893,1536.73,-295.374,242.25,1536.05,-257.604,234.928,1482.06
629,0,-258.304,239.779,1536.48,-295.55,242.162,1535.77,-257.793,234.854,1481.8
630,0,-258.478,239.682,1536.24,-295.714,242.065,1535.51,-257.955,234.738,1481.49
631,0,-258.7,239.605,1535.96,-295.918,242.001,1535.28,-258.09,234.634,1481.21
632,0,-258.955,239.452,1535.7,-296.139,241.904,1535.06,-258.217,234.541,1481.06
633,0,-259.154,239.29,1535.51,-296.309,241.744,1534.8,-258.367,234.4,1480.82
634,0,-259.399,239.086,1535.21,-296.551,241.483,1534.43,-258.605,234.217,1480.58
635,0,-259.679,238.965,1534.92,-296.851,241.373,1534.08,-258.772,233.998,1480.23
636,0,-259.964,238.865,1534.6,-297.033,241.319,1533.59,-258.984,233.96,1479.89
637,0,-260.239,238.698,1534.21,-297.323,241.19,1533.45,-259.216,233.887,1479.48
638,0,-260.447,238.657,1534.01,-297.524,241.001,1533.2,-259.481,233.719,1479.14
639,0,-260.64,238.542,1533.77,-297.77,240.873,1532.88,-259.688,233.638,1478.94
640,0,-260.819,238.424,1533.49,-298.076,240.763,1532.56,-259.849,233.579,1478.79
641,0,-261.046,238.267,1533.2,-298.309,240.574,1532.27,-260.105,233.528,1478.55
642,0,-261.421,238.102,1532.84,-298.57,240.396,1532,-260.397,233.416,1478.27
643,0,-261.727,237.975,1532.55,-298.876,240.168,1531.64,-260.662,233.242,1477.93
644,0,-262.009,237.689,1532.25,-299.162,239.94,1531.35,-260.854,233.098,1477.7
645,0,-262.18,237.436,1532.03,-299.38,239.648,1531.01,-261.061,232.837,1477.4
646,0,-262.419,237.345,1531.9,-299.563,239.504,1530.84,-261.289,232.57,1477.12
647,0,-262.683,237.173,1531.53,-299.909,239.435,1530.68,-261.547,232.378,1476.85
648,0,-262.944,237.009,1531.27,-300.175,239.319,1530.45,-261.752,232.277,1476.66
649,0,-263.159,236.789,1531.05,-300.418,239.091,1530.13,-261.986,232.049,1476.39
650,0,-263.435,236.6,1530.82,-300.65,238.859,1529.81,-262.207,231.859,1476.09
651,0,-263.747,236.383,1530.67,-300.918,238.674,1529.56,-262.433,231.748,1475.9
652,0,-264.027,236.209,1530.47,-301.181,238.515,1529.28,-262.667,231.703,1475.81
653,0,-264.269,236.094,1530.24,-301.406,238.422,1529.12,-262.869,231.501,1475.62
654,0,-264.424,235.989,1530.06,-301.618,238.36,1529,-263.04,231.227,1475.37
655,0,-264.651,235.828,1529.77,-301.855,238.166,1528.76,-263.324,231.102,1475.13
656,0,-264.897,235.715,1529.57,-302.178,238.047,1528.54,-263.569,231.101,1474.99
657,0,-265.131,235.631,1529.43,-302.432,237.857,1528.34,-263.862,231.059,1474.81
658,0,-265.376,235.53,1529.34,-302.637,237.715,1528.21,-264.148,231.013,1474.62
659,0,-265.681,235.406,1529.17,-302.819,237.557,1528.03,-264.363,230.847,1474.47
660,0,-266.011,235.315,1528.99,-303.099,237.46,1527.8,-264.501,230.781,1474.35
661,0,-266.238,235.269,1528.85,-303.351,237.496,1527.63,-264.689,230.807,1474.25
662,0,-266.43,235.223,1528.66,-303.601,237.499,1527.44,-264.849,230.783,1474.12
663,0,-266.545,235.196,1528.5,-303.79,237.45,1527.3,-265.018,230.776,1473.97
664,0,-266.758,235.187,1528.36,-303.995,237.359,1527.16,-265.19,230.686,1473.79
665,0,-266.959,235.185,1528.26,-304.202,237.352,1527.05,-265.386,230.708,1473.62
666,0,-267.154,235.158,1528.13,-304.39,237.353,1526.97,-265.63,230.751,1473.44
667,0,-267.343,235.138,1528.03,-304.538,237.385,1526.88,-265.821,230.783,1473.28
668,0,-267.497,235.156,1527.98,-304.669,237.439,1526.83,-266.024,230.819,1473.2
669,0,-267.649,235.177,1527.96,-304.766,237.507,1526.8,-266.176,230.855,1473.15
670,0,-267.782,235.216,1527.95,-304.917,237.573,1526.8,-266.265,230.937,1473.19
671,0,-267.899,235.251,1527.95,-304.943,237.816,1526.9,-266.367,230.968,1473.18
672,0,-267.978,235.314,1527.98,-305.167,237.723,1526.83,-266.496,231.045,1473.21
673,0,-268.063,235.403,1528.04,-305.323,237.899,1526.93,-266.594,231.14,1473.27
674,0,-268.116,235.551,1528.16,-305.429,238.015,1527.02,-266.663,231.261,1473.38
675,0,-268.167,235.725,1528.31,-305.466,238.084,1527.14,-266.75,231.482,1473.52
676,0,-268.189,235.871,1528.37,-305.498,238.188,1527.24,-266.822,231.707,1473.72
677,0,-268.22,236.047,1528.52,-305.527,238.402,1527.44,-266.833,231.891,1473.87
678,0,-268.189,236.295,1528.68,-305.467,238.608,1527.62,-266.854,232.153,1474.09
679,0,-268.188,236.616,1528.89,-305.429,238.886,1527.78,-266.821,232.307,1474.28
680,0,-268.108,236.868,1529.11,-305.354,239.172,1528,-266.762,232.47,1474.5
681,0,-268.041,237.047,1529.27,-305.144,239.836,1528.49,-266.779,232.673,1474.71
682,0,-267.933,237.362,1529.53,-305.195,239.99,1528.6,-266.743,232.909,1474.91
683,0,-267.822,237.707,1529.88,-305.145,240.322,1528.82,-266.701,233.137,1475.15
684,0,-267.735,237.992,1530.13,-305.026,240.574,1529.06,-266.624,233.461,1475.41
685,0,-267.661,238.219,1530.3,-304.924,240.838,1529.29,-266.5,233.856,1475.68
686,0,-267.605,238.548,1530.54,-304.747,241.106,1529.57,-266.34,234.109,1475.89
687,0,-267.447,238.929,1530.81,-304.528,241.453,1529.87,-266.208,234.298,1476.08
688,0,-267.284,239.244,1531.04,-304.409,241.836,1530.15,-266.073,234.478,1476.34
689,0,-267.086,239.513,1531.34,-304.269,242.083,1530.32,-265.935,234.719,1476.62
690,0,-266.948,239.715,1531.59,-304.106,242.239,1530.48,-265.831,234.888,1476.89
691,0,-266.815,239.997,1531.88,-303.983,242.559,1530.79,-265.717,235.137,1477.16
692,0,-266.674,240.139,1532.09,-303.88,242.944,1531.15,-265.662,235.372,1477.42
693,0,-266.534,240.242,1532.27,-303.76,243.171,1531.37,-265.524,235.746,1477.72
694,0,-266.364,240.395,1532.44,-303.537,243.422,1531.6,-265.362,236.1,1477.99
695,0,-266.127,240.725,1532.72,-303.233,243.786,1531.87,-265.138,236.324,1478.14
696,0,-265.894,241.012,1532.99,-303.083,243.934,1532.08,-265.078,236.4,1478.26
697,0,-265.677,241.245,1533.25,-302.932,244.198,1532.41,-264.855,236.604,1478.54
698,0,-265.484,241.452,1533.49,-302.689,244.315,1532.69,-264.652,236.809,1478.85
699,0,-265.28,241.769,1533.81,-302.507,244.532,1532.97,-264.428,236.944,1479.03
700,0,-265.082,242.034,1534.13,-302.276,244.739,1533.19,-264.242,237.309,1479.34
701,0,-264.832,242.255,1534.43,-301.901,245.124,1533.61,-263.986,237.83,1479.74
702,0,-264.558,242.575,1534.69,-301.425,245.622,1534.03,-263.549,238.278,1480.11
703,0,-264.196,242.896,1535.12,-301.283,245.793,1534.35,-263.447,238.329,1480.45
704,0,-263.696,243.065,1535.61,-300.924,245.864,1534.78,-263.151,238.515,1480.96
705,0,-263.321,243.173,1536.03,-300.607,245.952,1535.36,-262.774,238.552,1481.33
706,0,-262.881,243.432,1536.48,-300.171,246.242,1535.88,-262.382,238.821,1481.75
707,0,-262.631,243.438,1537.04,-299.73,246.418,1536.28,-262.062,239.022,1482.21
708,0,-261.987,243.581,1537.62,-299.157,246.688,1536.96,-261.448,239.275,1482.99
709,0,-261.668,243.856,1538.06,-298.75,246.928,1537.57,-261.176,239.486,1483.43
710,0,-260.962,244.171,1538.74,-298.186,247.22,1538.23,-260.706,239.624,1483.87
711,0,-260.624,244.125,1539.31,-297.868,247.133,1538.87,-260.371,239.692,1484.5
712,0,-259.962,244.393,1539.91,-297.251,247.398,1539.52,-259.847,239.932,1485.17
713,0,-259.626,244.48,1540.53,-296.854,247.616,1540.15,-259.471,240.221,1485.68
714,0,-259.001,244.519,1541.13,-296.142,247.837,1540.81,-258.899,240.434,1486.39
715,0,-258.424,244.861,1541.71,-295.631,248.075,1541.46,-258.442,240.665,1487.01
716,0,-257.679,245.102,1542.46,-295.122,248.104,1542.09,-257.905,240.839,1487.56
717,0,-257.443,244.994,1542.93,-294.523,248.169,1542.69,-257.554,240.97,1488.23
718,0,-256.928,245.074,1543.49,-294.068,248.325,1543.24,-257.115,240.884,1488.72
719,0,-256.366,245.085,1544.03,-293.625,248.325,1543.88,-256.66,241.009,1489.24
720,0,-255.86,245.124,1544.41,-293.065,248.542,1544.48,-256.064,240.893,1489.76
721,0,-255.538,244.998,1544.93,-292.645,248.32,1544.85,-255.767,240.719,1490.11
722,0,-255.063,244.752,1545.36,-292.083,248.127,1545.26,-255.34,240.667,1490.45
723,0,-254.578,244.6,1545.66,-291.688,248.072,1545.64,-255.043,240.545,1490.89
724,0,-254.116,244.565,1545.99,-291.17,247.888,1546.12,-254.56,240.336,1491.35
725,0,-253.735,244.395,1546.48,-290.829,247.848,1546.57,-254.199,240.429,1491.64
726,0,-253.332,244.315,1546.89,-290.414,247.887,1546.91,-253.609,240.822,1492.28
727,0,-252.918,244.384,1547.19,-290.014,247.645,1547.26,-253.403,240.121,1492.39
728,0,-252.647,244.006,1547.36,-289.699,247.224,1547.51,-253.169,239.828,1492.66
729,0,-252.198,243.731,1547.64,-289.352,247.084,1547.79,-252.908,239.657,1492.87
730,0,-251.877,243.482,1547.8,-288.997,246.876,1548,-252.545,239.594,1493.11
731,0,-251.56,243.301,1548.07,-288.769,246.595,1548.28,-252.302,239.323,1493.34
732,0,-251.38,243.083,1548.29,-288.55,246.298,1548.47,-252.041,239.018,1493.49
733,0,-250.984,242.995,1548.49,-288.145,246.087,1548.65,-251.67,238.597,1493.59
734,0,-250.672,242.683,1548.53,-287.928,245.84,1548.78,-251.194,238.422,1493.83
735,0,-250.509,242.231,1548.56,-287.63,245.441,1548.92,-251.153,238.085,1493.95
736,0,-250.163,241.837,1548.7,-287.37,245.2,1549.14,-250.923,237.824,1494.03
737,0,-249.945,241.611,1548.85,-287.236,244.959,1549.2,-250.729,237.508,1494.08
738,0,-249.729,241.412,1548.9,-286.885,244.382,1549.13,-250.56,237.206,1494.07
739,0,-249.459,241.029,1548.97,-286.66,243.94,1549.19,-250.312,236.844,1494.14
740,0,-249.308,240.531,1549.02,-286.502,243.522,1549.28,-250.025,236.473,1494.22
741,0,-249.091,240.068,1549.04,-286.287,243.27,1549.4,-249.942,235.872,1494.15
742,0,-249.255,239.47,1549,-286.318,242.358,1549.14,-249.857,235.281,1494.07
743,0,-249.107,238.948,1548.87,-286.309,241.8,1549.05,-249.742,234.748,1494.04
744,0,-248.983,238.315,1548.73,-286.262,241.337,1549,-249.625,234.297,1493.98
745,0,-248.986,237.936,1548.64,-286.199,240.752,1548.88,-249.587,233.875,1493.94
746,0,-248.918,237.611,1548.64,-286.05,240.284,1548.82,-249.467,233.453,1493.88
747,0,-249.072,236.843,1548.4,-286.205,239.493,1548.56,-249.581,232.778,1493.63
748,0,-249.013,236.29,1548.28,-286.205,238.994,1548.35,-249.581,232.182,1493.37
749,0,-249.055,235.776,1548.07,-286.246,238.45,1548.1,-249.661,231.656,1493.1
750,0,-249.198,235.203,1547.82,-286.368,237.895,1547.85,-249.746,231.235,1492.87
751,0,-249.368,234.565,1547.55,-286.476,237.121,1547.59,-249.824,230.696,1492.64
752,0,-249.376,233.939,1547.21,-286.618,236.475,1547.31,-249.954,230.107,1492.43
753,0,-249.473,233.505,1546.95,-286.727,235.907,1547.05,-250.08,229.631,1492.23
754,0,-249.701,232.986,1546.63,-286.973,235.29,1546.72,-250.164,229.134,1492.01
755,0,-250.053,232.414,1546.25,-287.19,234.673,1546.37,-250.378,228.354,1491.61
756,0,-250.23,231.928,1546.04,-287.385,234.292,1546.06,-250.565,227.792,1491.32
757,0,-250.369,231.397,1545.77,-287.601,233.855,1545.78,-250.74,227.473,1491.07
758,0,-250.548,230.893,1545.51,-287.864,233.232,1545.47,-250.949,227.147,1490.75
759,0,-250.872,230.32,1545.15,-288.1,232.475,1545.01,-251.074,226.743,1490.41
760,0,-251.126,229.858,1544.78,-288.305,232.034,1544.61,-251.22,226.068,1490.01
761,0,-251.35,229.529,1544.48,-288.505,231.732,1544.36,-251.414,225.414,1489.58
762,0,-251.516,229.059,1544.15,-288.773,231.178,1544.06,-251.558,225.142,1489.36
763,0,-251.792,228.516,1543.85,-289.044,230.715,1543.62,-251.798,224.814,1489.1
764,0,-251.99,228.109,1543.54,-289.28,230.279,1543.24,-252.069,224.396,1488.75
765,0,-252.184,227.795,1543.25,-289.485,229.914,1542.92,-252.306,224.068,1488.48
766,0,-252.467,227.534,1542.98,-289.739,229.542,1542.64,-252.531,223.678,1488.16
767,0,-252.749,227.249,1542.7,-289.979,229.061,1542.3,-252.71,223.337,1487.9
768,0,-253.023,226.903,1542.37,-290.205,228.777,1542.04,-252.836,223.081,1487.69
769,0,-253.276,226.565,1542.04,-290.358,228.622,1541.86,-252.937,222.923,1487.55
770,0,-253.435,226.364,1541.9,-290.542,228.439,1541.69,-253.137,222.61,1487.29
771,0,-253.522,226.235,1541.72,-290.734,228.23,1541.47,-253.357,222.306,1487.03
772,0,-253.68,226.075,1541.53,-290.956,228.011,1541.27,-253.523,222.071,1486.79
773,0,-253.84,225.942,1541.37,-291.135,227.774,1541.08,-253.662,221.973,1486.65
774,0,-254.051,225.841,1541.21,-291.347,227.598,1540.9,-253.781,221.847,1486.51
775,0,-254.251,225.81,1541.09,-291.508,227.486,1540.75,-253.912,221.743,1486.39
776,0,-254.432,225.761,1540.98,-291.656,227.441,1540.66,-254.069,221.763,1486.3
777,0,-254.549,225.769,1540.91,-291.777,227.47,1540.58,-254.198,221.782,1486.24
778,0,-254.667,225.748,1540.88,-291.891,227.534,1540.55,-254.341,221.815,1486.22
779,0,-254.752,225.791,1540.87,-291.943,227.573,1540.56,-254.452,221.872,1486.18
780,0,-254.777,225.838,1540.9,-292.011,227.635,1540.58,-254.515,221.923,1486.16
781,0,-254.844,225.91,1540.94,-292.099,227.699,1540.58,-254.581,222.031,1486.23
782,0,-254.856,226.04,1540.98,-292.207,227.869,1540.63,-254.651,222.139,1486.23
783,0,-254.882,226.211,1541.07,-292.213,228.024,1540.66,-254.705,222.333,1486.32
784,0,-254.943,226.437,1541.19,-292.184,228.218,1540.68,-254.843,222.485,1486.29
785,0,-255.008,226.719,1541.31,-292.211,228.565,1540.8,-254.762,222.837,1486.49
786,0,-255.054,227.032,1541.4,-292.255,228.996,1540.93,-254.835,223.057,1486.5
787,0,-255.035,227.367,1541.51,-292.254,229.304,1541.11,-254.812,223.386,1486.61
788,0,-254.985,227.829,1541.63,-292.222,229.601,1541.22,-254.677,223.817,1486.81
789,0,-254.944,228.266,1541.7,-292.201,229.899,1541.31,-254.691,224.138,1486.9
790,0,-254.91,228.719,1541.77,-292.215,230.375,1541.38,-254.683,224.526,1487.03
791,0,-255.007,229.19,1541.88,-292.167,231.165,1541.56,-254.683,225.098,1487.19
792,0,-255.054,229.716,1542.04,-292.144,231.789,1541.66,-254.714,225.76,1487.29
793,0,-254.975,230.318,1542.08,-292.164,232.309,1541.72,-254.725,226.36,1487.38
794,0,-254.935,231.235,1542.25,-292.19,232.954,1541.82,-254.722,226.89,1487.49
795,0,-255.02,231.968,1542.39,-292.169,233.891,1542.03,-254.712,227.591,1487.69
796,0,-254.93,232.687,1542.57,-292.181,234.524,1542.08,-254.719,228.299,1487.78
797,0,-254.929,233.569,1542.68,-292.247,235.526,1542.18,-254.819,229.034,1487.87
798,0,-255.037,234.518,1542.76,-292.156,236.411,1542.42,-254.826,229.892,1488.01
799,0,-254.945,235.312,1542.8,-292.204,237.262,1542.47,-254.735,230.906,1488.21
800,0,-255.046,236.351,1542.94,-292.202,238.381,1542.51,-254.709,231.484,1488.17
801,0,-255.018,237.227,1542.82,-292.165,239.219,1542.58,-254.698,232.373,1488.09
802,0,-255.017,238.426,1542.92,-292.311,240.275,1542.49,-254.579,233.483,1488.29
803,0,-255.042,239.195,1542.78,-292.218,241.314,1542.38,-254.717,234.355,1488.19
804,0,-255.034,240.38,1542.82,-292.345,242.181,1542.26,-254.745,235.305,1488.13
805,0,-255.057,241.408,1542.72,-292.307,243.437,1542.18,-254.7,236.621,1488.18
806,0,-255.058,242.422,1542.59,-292.408,244.387,1542.01,-254.797,237.43,1487.97
807,0,-255.088,243.716,1542.5,-292.408,245.662,1542.05,-254.852,238.638,1487.87
808,0,-255.141,244.826,1542.42,-292.434,246.768,1541.84,-254.825,239.637,1487.71
809,0,-255.241,246.061,1542.28,-292.463,247.982,1541.84,-254.786,240.71,1487.63
810,0,-255.239,247.143,1542.2,-292.549,249.11,1541.56,-254.77,241.724,1487.42
811,0,-255.246,248.355,1542.01,-292.405,250.264,1541.44,-254.631,242.72,1487.52
812,0,-255.169,249.241,1541.82,-292.516,251.117,1541.08,-254.585,243.642,1487.08
813,0,-255.226,250.483,1541.44,-292.413,252.292,1540.85,-254.631,244.465,1486.87
814,0,-255.159,251.438,1541.2,-292.516,253.205,1540.48,-254.633,245.47,1486.52
815,0,-255.25,252.726,1540.86,-292.553,254.259,1540.11,-254.677,246.151,1486.2
816,0,-255.293,253.652,1540.48,-292.604,255.28,1539.83,-254.614,247.361,1486.01
817,0,-255.437,255.074,1540.2,-292.683,256.378,1539.37,-254.621,248.186,1485.69
818,0,-255.379,256.038,1539.67,-292.669,257.757,1538.88,-254.608,249.051,1485.08
819,0,-255.458,257.661,1539.16,-292.638,259.106,1538.4,-254.605,250.203,1484.54
820,0,-255.354,259.148,1538.47,-292.687,260.359,1537.83,-254.597,251.315,1484.2
821,0,-255.479,260.618,1537.87,-292.703,262,1537.15,-254.602,252.719,1483.54
822,0,-255.468,262.406,1537.21,-292.768,263.727,1536.32,-254.55,254.118,1482.81
823,0,-255.443,264.258,1536.22,-292.766,265.434,1535.3,-254.511,255.485,1481.9
824,0,-255.502,266.231,1535.1,-292.765,267.315,1534.39,-254.614,257.207,1480.86
825,0,-255.39,268.296,1533.87,-292.787,269.343,1532.96,-254.587,258.917,1479.59
826,0,-255.533,270.393,1532.39,-292.823,271.329,1531.57,-254.569,260.783,1478.29
827,0,-255.505,272.721,1530.61,-292.833,273.438,1529.81,-254.482,262.656,1476.61
828,0,-255.683,275.04,1528.66,-292.967,275.837,1527.9,-254.576,264.686,1474.7
829,0,-255.796,277.287,1526.47,-293.039,278.169,1525.58,-254.606,266.578,1472.43
830,0,-255.89,279.835,1523.94,-293.144,280.609,1523.18,-254.851,268.915,1470.09
831,0,-256.108,282.365,1521.23,-293.376,283.18,1520.32,-254.968,271.172,1467.46
832,0,-256.38,285.177,1518.14,-293.705,285.912,1517.31,-255.234,273.573,1464.36
833,0,-256.653,288.068,1514.92,-293.998,288.786,1513.92,-255.519,276.062,1461.12
834,0,-256.953,291.023,1511.32,-294.344,291.604,1510.29,-255.914,278.674,1457.56
835,0,-257.287,294.034,1507.23,-294.695,294.63,1506.39,-256.209,281.503,1453.66
836,0,-257.715,296.93,1503.03,-295.145,297.804,1502.21,-256.572,284.298,1449.51
837,0,-258.167,299.987,1498.41,-295.448,300.681,1497.52,-256.909,286.931,1444.96
838,0,-258.535,303.28,1493.72,-295.863,303.762,1492.55,-257.324,289.884,1440.05
839,0,-258.991,306.298,1488.37,-296.183,307.08,1487.35,-257.749,292.819,1435
840,0,-259.331,309.687,1482.7,-296.716,310.164,1481.84,-258.087,295.924,1429.39
841,0,-259.69,312.798,1477.03,-296.911,313.506,1475.84,-258.275,298.821,1423.7
842,0,-260.052,316.156,1470.81,-297.376,316.804,1469.75,-258.554,302.085,1417.72
843,0,-260.355,319.393,1464.25,-297.743,319.924,1463.14,-258.816,304.79,1411.05
844,0,-260.776,322.503,1457.35,-298.057,323.044,1456.26,-259.115,307.881,1404.32
845,0,-261.061,325.694,1450.19,-298.315,326.335,1449.05,-259.369,310.929,1397.19
846,0,-261.393,328.882,1442.75,-298.688,329.655,1441.42,-259.652,313.671,1389.68
847,0,-261.746,332.139,1435.07,-299.104,332.668,1433.65,-260.018,317.004,1382.2
848,0,-262.308,335.553,1426.96,-299.537,336.212,1425.52,-260.339,319.886,1374.18
849,0,-262.867,339.155,1418.54,-300.064,339.823,1417.08,-260.716,322.833,1365.53
850,0,-263.297,342.536,1409.71,-300.602,343.45,1408.25,-261.147,326.113,1357.13
851,0,-263.76,346.17,1400.74,-301.043,346.764,1399.08,-261.596,329.403,1348.02
852,0,-264.193,349.593,1391.32,-301.506,350.387,1389.78,-261.959,332.701,1338.7
853,0,-264.776,353.022,1381.71,-302.049,353.922,1379.99,-262.406,336.1,1329.32
854,0,-265.345,356.644,1371.71,-302.535,357.392,1369.9,-262.899,339.241,1319.39
855,0,-265.736,360.116,1361.6,-303.144,360.986,1359.63,-263.186,342.407,1309.18
856,0,-266.21,363.715,1350.92,-303.468,364.593,1349.09,-263.666,345.657,1298.7
857,0,-266.675,367.113,1340.14,-303.975,368.197,1338.19,-264.004,348.684,1288.01
858,0,-267.063,370.499,1328.87,-304.278,371.461,1326.86,-264.355,351.82,1277.04
859,0,-267.365,374.013,1317.44,-304.632,374.857,1315.34,-264.556,354.807,1265.75
860,0,-267.783,377.277,1305.68,-304.972,377.852,1303.36,-265.037,357.87,1254.08
861,0,-268.065,380.383,1293.76,-305.254,380.996,1291.35,-265.703,360.815,1242.24
862,0,-268.498,383.283,1281.62,-305.53,384.116,1279.32,-265.713,363.577,1230.25
863,0,-268.707,386.195,1269.35,-305.853,387.047,1266.91,-266.118,366.196,1217.92
864,0,-269.131,388.822,1256.74,-306.26,389.552,1254.03,-266.343,368.318,1205.58
865,0,-269.304,391.283,1243.93,-306.421,392.087,1241.37,-266.821,370.634,1192.78
866,0,-269.519,393.769,1230.98,-306.592,394.595,1228.43,-267.017,372.929,1180.16
867,0,-269.722,396.185,1217.88,-306.819,397.027,1215.43,-266.818,374.711,1167.49
868,0,-269.71,398.385,1204.71,-306.97,399.319,1202.14,-267.618,376.78,1154.52
869,0,-269.931,400.647,1191.32,-306.942,401.444,1188.85,-267.523,379.042,1141.28
870,0,-269.99,402.565,1178.01,-307.04,403.364,1175.57,-267.707,380.573,1127.98
871,0,-269.935,404.5,1164.73,-307.247,405.359,1162.19,-267.946,381.544,1114.79
872,0,-270.284,406.488,1151.19,-307.275,407.13,1148.92,-268.187,383.696,1101.62
873,0,-270.311,408.323,1137.8,-307.458,409.014,1135.35,-269.414,385.12,1088.42
874,0,-270.479,410.228,1124.45,-307.784,411.013,1121.76,-268.881,386.27,1075.21
875,0,-270.708,412.376,1110.7,-307.848,412.996,1108.34,-268.776,388.356,1062.06
876,0,-271.037,414.38,1097.26,-308.133,414.91,1094.81,-269.402,390.227,1048.35
877,0,-271.181,416.491,1083.75,-308.142,416.898,1081.47,-269.692,392.306,1035.14
878,0,-271.548,418.385,1070.29,-308.329,419.157,1068.3,-270.136,393.785,1022.1
879,0,-271.684,420.307,1056.95,-308.581,420.793,1054.82,-270.035,395.675,1008.67
880,0,-271.784,421.941,1043.82,-308.876,422.443,1041.6,-270.069,396.251,995.541
881,0,-271.955,423.467,1030.85,-308.751,424.025,1028.9,-270.4,398.483,982.7
882,0,-272.13,424.793,1017.97,-309.078,425.506,1015.98,-270.232,401.098,970.147
883,0,-272.079,426.401,1005.55,-309.206,426.815,1003.3,-270.79,401.369,957.245
884,0,-272.213,427.43,992.794,-309.452,428.171,990.776,-270.947,402.345,945.195
885,0,-272.456,429.022,980.407,-309.436,429.553,978.815,-270.954,403.692,932.656
886,0,-272.309,429.969,968.265,-309.67,430.794,966.522,-270.98,404.095,920.62
887,0,-272.715,431.193,955.972,-309.819,431.975,954.539,-271.683,405.194,908.503
