Trajectories
100
,,Patient 1:O,,,Patient 1:X,,,Patient 1:Y,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
278,0,-234.455,184.461,1538.7,-271.837,185.561,1538.04,-233.668,186.922,1483.95
279,0,-234.451,184.393,1538.71,-271.837,185.444,1538.07,-233.701,186.851,1483.96
280,0,-234.47,184.364,1538.75,-271.831,185.394,1538.11,-233.737,186.788,1483.97
281,0,-234.453,184.3,1538.76,-271.826,185.328,1538.12,-233.73,186.745,1484
282,0,-234.467,184.222,1538.74,-271.818,185.301,1538.13,-233.777,186.713,1484
283,0,-234.473,184.187,1538.77,-271.808,185.227,1538.13,-233.785,186.678,1483.99
284,0,-234.481,184.146,1538.75,-271.799,185.202,1538.12,-233.774,186.601,1483.96
285,0,-234.494,184.083,1538.72,-271.796,185.141,1538.11,-233.788,186.592,1483.94
286,0,-234.497,184.072,1538.69,-271.776,185.136,1538.13,-233.784,186.588,1483.94
287,0,-234.509,184.018,1538.7,-271.787,185.068,1538.09,-233.779,186.509,1483.95
288,0,-234.533,183.971,1538.65,-271.758,185.053,1538.09,-233.796,186.496,1483.87
289,0,-234.53,183.913,1538.64,-271.782,184.973,1538.05,-233.803,186.463,1483.87
290,0,-234.551,183.87,1538.59,-271.781,184.973,1538.04,-233.764,186.471,1483.87
291,0,-234.574,183.867,1538.6,-271.784,184.953,1538.04,-233.745,186.47,1483.84
292,0,-234.581,183.854,1538.58,-271.783,184.924,1538.01,-233.735,186.468,1483.81
293,0,-234.588,183.832,1538.53,-271.794,184.921,1537.97,-233.731,186.455,1483.77
